Constituent Number,Company(Y|N),City,State,County Name,Postal Code,Gender
19840,0,Murfreesboro,TN,Rutherford,37129,female
19841,0,Smyrna,TN,Rutherford,37167,male
19842,0,Smyrna,TN,Rutherford,37167,male
19865,0,Murfreesboro,TN,Rutherford,37128,unknown
19890,0,Murfreesboro,TN,Rutherford,37129,female
19891,0,Lascassas,TN,Wilson,37085,male
19892,0,Lascassas,TN,Wilson,37085,female
19893,0,Christiana,TN,Rutherford,37037,male
19894,0,Murfreesboro,TN,Rutherford,37129,female
19895,0,Murfreesboro,TN,Rutherford,37129,male
19896,0,Murfreesboro,TN,Rutherford,37129,female
19897,0,Murfreesboro,TN,Rutherford,37127,female
19898,0,Murfreesboro,TN,Rutherford,37129,female
19899,0,Murfreesboro,TN,Rutherford,37130,unknown
19900,0,Christiana,TN,Rutherford,37037,male
19901,0,Christiana,TN,Rutherford,37037,female
19902,0,Murfreesboro,TN,Rutherford,37128,female
19903,0,Murfreesboro,TN,Rutherford,37128,male
19904,1,Murfreesboro,TN,Rutherford,37133,unknown
19905,0,Murfreesboro,TN,Rutherford,37129,female
19906,0,,,,,male
19907,0,Rockvale,TN,Rutherford,37153,female
19909,0,,,,,unknown
19910,0,,,,,unknown
19911,0,,,,,unknown
19912,0,,,,,unknown
19913,0,,,,,unknown
19914,0,,,,,unknown
19915,0,Murfreesboro,TN,Rutherford,37129,male
19916,0,,,,,female
19917,0,Murfreesboro,TN,Rutherford,37128,female
19940,0,Rockvale,TN,Rutherford,37153,female
19942,0,,,,,female
19943,0,,,,,female
19944,0,Murfreesboro,TN,Rutherford,37127,female
19945,0,Murfreesboro,TN,Rutherford,37127,male
19946,1,Spring Hill,TN,Williamson,37174,unknown
19990,0,Celina,TN,Clay,38551,female
19991,0,,,,,unknown
19992,0,,,,,female
19993,0,,,,,female
19994,0,,,,,female
20015,0,,,,,male
20016,0,,,,,female
20017,0,Murfreesboro,TN,Rutherford,37128,female
20018,0,Murfreesboro,TN,Rutherford,37128,female
20019,0,,,,,female
20020,0,Murfreesboro,TN,Rutherford,37128,female
20040,0,Murfreesboro,TN,Rutherford,37129,female
20041,0,Murfreesboro,TN,Rutherford,37128,female
20065,0,Murfreesboro,TN,Rutherford,37128,female
20066,0,Murfreesboro,TN,Rutherford,37127,female
20067,0,,,,,male
20068,0,,,,,male
20069,0,,,,,male
20070,0,,,,,female
20071,0,,,,,male
20072,0,,,,,female
20073,1,Columbia,MO,,65205,unknown
20098,0,Mc Lean,VA,Fairfax,22102,female
20099,1,Murfreesboro,TN,Rutherford,37128,unknown
20101,0,Smyrna,TN,Rutherford,37167,female
20102,0,Hendersonville,TN,Sumner,37075,female
20123,0,Murfreesboro,TN,Rutherford,37130,female
20124,0,,,,,male
20148,0,Estill Springs,TN,Franklin,37330,male
20149,0,,,,,female
20150,0,,,,,male
20178,0,Trenton,SC,,29847,female
20179,0,Trenton,SC,,29847,male
20180,0,La Fayette,GA,,30728,male
20205,0,Readyville,TN,Cannon,37149,female
20206,0,,,,,male
20207,0,,,,,female
20208,0,,,,,male
20209,0,,,,,female
20210,0,,,,,male
20231,0,Lascassas,TN,Wilson,37085,female
20232,0,Murfreesboro,TN,Rutherford,37127,female
20233,0,Murfreesboro,TN,Rutherford,37127,female
20256,0,,,,,male
20262,0,,,,,unknown
20263,0,,,,,male
20265,0,,,,,male
20280,0,Murfreesboro,TN,Rutherford,37128,female
20281,0,,,,,female
20282,0,,,,,female
20283,0,Beechgrove,TN,Coffee,37018,female
20284,0,Huntsville,AL,Madison,35801,female
20285,0,Hendersonville,TN,Sumner,37075,female
20305,0,Murfreesboro,TN,Rutherford,37128,female
20306,0,Murfreesboro,TN,Rutherford,37130,female
20307,0,Murfreesboro,TN,Rutherford,37130,unknown
20308,1,Franklin,TN,Williamson,37064,unknown
20309,1,Nashville,TN,Davidson,37211,unknown
20310,0,La Vergne,TN,Rutherford,37086,female
20311,0,La Vergne,TN,Rutherford,37086,female
20313,0,Murfreesboro,TN,Rutherford,37128,female
20314,0,Murfreesboro,TN,Rutherford,37130,female
20330,0,Smyrna,TN,Rutherford,37167,female
20331,0,Murfreesboro,TN,Rutherford,37129,female
20355,0,Hermitage,TN,Davidson,37076,male
20356,0,Murfreesboro,TN,Rutherford,37130,female
20380,0,Murfreesboro,TN,Rutherford,37130,female
20381,0,,,,,male
20382,0,Fayetteville,TN,Lincoln,37334,male
20383,0,Murfreesboro,TN,Rutherford,37130,female
20384,0,Gallatin,TN,Sumner,37066,female
20385,0,Nashville,TN,Davidson,37207,female
20386,0,Murfreesboro,TN,Rutherford,37128,female
20387,0,Nashville,TN,Davidson,37211,female
20405,0,Morrison,TN,Warren,37357,male
20406,0,Murfreesboro,TN,Rutherford,37130,male
20407,0,Murfreesboro,TN,Rutherford,37129,female
20408,0,Murfreesboro,TN,Rutherford,37128,female
20409,1,Georgetown,TN,Meigs,37336,unknown
20410,0,Murfreesboro,TN,Rutherford,37130,unknown
20411,1,Murfreesboro,TN,Rutherford,37128,unknown
20412,0,Lascassas,TN,Wilson,37085,female
20413,1,Murfreesboro,TN,Rutherford,37129,unknown
20414,0,Mud Butte,SD,Meade,57758,female
20430,0,White House,TN,Robertson,37188,male
20431,0,Columbia,TN,Maury,38401,male
20432,1,Murfreesboro,TN,Rutherford,37129,unknown
20433,1,Murfreesboro,TN,Rutherford,37129,unknown
20434,0,Murfreesboro,TN,Rutherford,37130,unknown
20435,0,Estill Springs,TN,Franklin,37330,female
20455,0,Rockvale,TN,Rutherford,37153,unknown
20456,0,Murfreesboro,TN,Rutherford,37129,unknown
20458,0,,,,,male
20459,0,,,,,female
20460,0,Murfreesboro,TN,Rutherford,37128,male
20461,1,Murfreesboro,TN,Rutherford,37130,unknown
20480,0,Ashland,OH,,44805,female
20482,0,Murfreesboro,TN,Rutherford,37129,female
20483,1,Hermitage,TN,Davidson,37076,unknown
20484,0,Murfreesboro,TN,Rutherford,37130,female
20485,0,Murfreesboro,TN,Rutherford,37130,male
20486,0,Murfreesboro,TN,Rutherford,37130,female
20487,0,Smyrna,TN,Rutherford,37167,male
20488,0,Murfreesboro,TN,Rutherford,37130,male
20489,0,Eagleville,TN,Rutherford,37060,male
20515,0,Rogers,AR,Benton,72758,female
20540,0,,,,,female
20541,0,Smyrna,TN,Rutherford,37167,female
20542,0,,,,,female
20543,0,,,,,female
20564,0,Marengo,IA,Iowa,52301,unknown
20589,0,Woodbury,TN,Cannon,37190,male
20614,0,Murfreesboro,TN,Rutherford,37128,female
20615,0,Murfreesboro,TN,Rutherford,37128,female
20639,0,Murfreesboro,TN,Rutherford,37127,female
20640,0,,,,,male
20641,1,Murfreesboro,TN,Rutherford,37129,unknown
20642,1,Murfreesboro,TN,Rutherford,37130,unknown
20643,0,Eagleville,TN,Rutherford,37060,male
20644,0,,,,,male
20664,0,Murfreesboro,TN,Rutherford,37128,female
20665,0,Murfreesboro,TN,Rutherford,37127,female
20666,0,Murfreesboro,TN,Rutherford,37127,male
20667,0,Murfreesboro,TN,Rutherford,37128,female
20669,0,Bell Buckle,TN,Rutherford,37020,male
20670,0,Murfreesboro,TN,Rutherford,37128,unknown
20689,0,Murfreesboro,TN,Rutherford,37129,female
20690,0,Murfreesboro,TN,Rutherford,37128,male
20691,0,Hermitage,TN,Davidson,37076,unknown
20692,0,,,,,female
20693,0,Murfreesboro,TN,Rutherford,37130,female
20694,0,Hendersonville,TN,Sumner,37075,male
20714,0,Murfreesboro,TN,Rutherford,37128,unknown
20715,0,Mount Juliet,TN,Wilson,37122,unknown
20716,0,Smyrna,TN,Rutherford,37167,female
20717,0,Smyrna,TN,Rutherford,37167,female
20718,0,La Vergne,TN,Rutherford,37086,unknown
20719,0,Murfreesboro,TN,Rutherford,37129,female
20739,0,Murfreesboro,TN,Rutherford,37130,unknown
20740,0,Lebanon,TN,Wilson,37090,female
20741,0,,,,,unknown
20742,0,,,,,unknown
20743,0,Murfreesboro,TN,Rutherford,37128,female
20744,0,Murfreesboro,TN,Rutherford,37129,female
20745,0,La Vergne,TN,Rutherford,37086,female
20746,0,Murfreesboro,TN,Rutherford,37130,female
20764,0,Milton,TN,Rutherford,37118,female
20765,0,Lebanon,TN,Wilson,37087,female
20766,0,Old Hickory,TN,Wilson,37138,female
20767,0,Hendersonville,TN,Sumner,37075,female
20792,0,Smyrna,TN,Rutherford,37167,female
20793,0,Antioch,TN,Davidson,37013,male
20794,0,Murfreesboro,TN,Rutherford,37129,male
20795,0,Murfreesboro,TN,Rutherford,37130,female
20796,0,Summertown,TN,Lawrence,38483,male
20817,0,Smyrna,TN,Rutherford,37167,male
20818,0,Murfreesboro,TN,Rutherford,37127,female
20819,0,Liberty,TN,Dekalb,37095,male
20820,0,,,,,male
20821,0,Gordonsville,TN,Smith,38563,female
20842,0,Lascassas,TN,Wilson,37085,female
20843,0,Woodbury,TN,Cannon,37190,female
20844,0,Christiana,TN,Rutherford,37037,female
20845,0,,,,,female
20846,0,,,,,unknown
20847,0,,,,,female
20848,0,Clarksville,TN,Montgomery,37043,female
20849,0,Murfreesboro,TN,Rutherford,37130,male
20867,0,Spring Hill,TN,Williamson,37174,male
20869,0,,,,,male
20870,0,,,,,female
20871,0,,,,,female
20872,0,Murfreesboro,TN,Rutherford,37130,female
20873,0,Murfreesboro,TN,Rutherford,37129,female
20874,0,,,,,female
20875,0,,,,,female
20876,0,,,,,female
20877,0,,,,,unknown
20878,0,,,,,female
20879,0,,,,,unknown
20880,0,,,,,female
20881,0,,,,,female
20882,0,Murfreesboro,TN,Rutherford,37128,unknown
20883,0,Murfreesboro,TN,Rutherford,37128,female
20887,0,Pleasant View,TN,Cheatham,37146,female
20888,0,Murfreesboro,TN,Rutherford,37130,male
20889,0,Murfreesboro,TN,Rutherford,37128,male
20890,0,Hopkinsville,KY,Christian,42240,female
20891,0,,,,,male
20892,0,,,,,unknown
20893,0,Murfreesboro,TN,Rutherford,37127,female
20894,0,,,,,male
20895,0,Rockvale,TN,Rutherford,37153,female
20917,0,,,,,female
20918,1,Reston,VA,,20191,unknown
20942,1,Murfreesboro,TN,Rutherford,37129,unknown
20943,0,La Vergne,TN,Rutherford,37086,male
20944,0,Huntsville,AL,Madison,35811,unknown
20946,0,Cedar Hill,TN,Robertson,37032,female
20948,0,Murfreesboro,TN,Rutherford,37129,male
20950,0,,,,,female
20951,0,,,,,female
20952,0,,,,,male
20953,0,,,,,female
20954,0,Unionville,TN,Bedford,37180,female
20955,0,Murfreesboro,TN,Rutherford,37130,male
20967,0,Murfreesboro,TN,Rutherford,37128,female
20969,0,Pleasant View,TN,Cheatham,37146,female
20970,0,Nashville,TN,Davidson,37203,female
20972,0,Lascassas,TN,Wilson,37085,male
20973,0,Murfreesboro,TN,Rutherford,37127,female
20974,0,Estill Springs,TN,Franklin,37330,male
20975,0,Shelbyville,TN,Bedford,37160,male
20976,0,Christiana,TN,Rutherford,37037,male
20977,0,Murfreesboro,TN,Rutherford,37129,male
20978,0,Murfreesboro,TN,Rutherford,37130,male
20979,0,Murfreesboro,TN,Rutherford,37128,female
20981,0,Adams,TN,Montgomery,37010,female
20982,0,,,,,male
20983,0,,,,,male
20984,0,,,,,male
20985,0,Adams,TN,Montgomery,37010,female
20986,0,Brentwood,TN,Williamson,37027,unknown
20987,0,Murfreesboro,TN,Rutherford,37129,female
20988,0,,,,,unknown
20992,0,Mount Juliet,TN,Wilson,37122,female
20993,0,Woodbury,TN,Cannon,37190,female
21017,0,Murfreesboro,TN,Rutherford,37130,male
21018,0,Mount Juliet,TN,Wilson,37122,female
21019,0,Murfreesboro,TN,Rutherford,37130,male
21020,0,Murfreesboro,TN,Rutherford,37130,male
21021,0,Murfreesboro,TN,Rutherford,37129,male
21022,0,,,,,female
21023,0,,,,,female
21024,0,,,,,female
21025,0,Murfreesboro,TN,Rutherford,37128,female
21026,0,Leoma,TN,Lawrence,38468,male
21027,0,,,,,female
21028,0,,,,,male
21029,0,Murfreesboro,TN,Rutherford,37129,female
21042,0,Gallatin,TN,Sumner,37066,male
21044,0,,,,,female
21045,0,,,,,female
21046,0,,,,,female
21067,0,Murfreesboro,TN,Rutherford,37130,female
21068,0,White House,TN,Robertson,37188,female
21070,0,,,,,male
21072,0,Christiana,TN,Rutherford,37037,male
21073,0,Murfreesboro,TN,Rutherford,37129,male
21074,0,Murfreesboro,TN,Rutherford,37128,unknown
21075,0,Lascassas,TN,Wilson,37085,female
21076,0,Murfreesboro,TN,Rutherford,37129,male
21077,0,,,,,female
21078,0,,,,,unknown
21080,0,Murfreesboro,TN,Rutherford,37129,female
21081,0,,,,,male
21082,0,Murfreesboro,TN,Rutherford,37127,female
21083,0,Murfreesboro,TN,Rutherford,37128,male
21084,0,Spring Hill,TN,Williamson,37174,female
21085,0,Franklin,TN,Williamson,37069,male
21086,0,,,,,female
21087,0,,,,,female
21088,0,Woodbury,TN,Cannon,37190,unknown
21092,0,Murfreesboro,TN,Rutherford,37130,female
21093,0,,,,,female
21095,0,,,,,unknown
21098,0,,,,,female
21099,0,,,,,female
21100,0,,,,,female
21102,0,Princeton,KY,Caldwell,42445,male
21103,0,Murfreesboro,TN,Rutherford,37130,female
21104,0,,,,,male
21105,0,,,,,unknown
21106,0,,,,,male
21107,0,,,,,female
21108,0,Murfreesboro,TN,Rutherford,37128,male
21109,0,,,,,male
21110,0,,,,,female
21111,0,Murfreesboro,TN,Rutherford,37133,unknown
21112,0,,,,,female
21113,0,Murfreesboro,TN,Rutherford,37127,male
21115,0,,,,,female
21116,0,,,,,male
21117,0,,,,,male
21118,0,,,,,unknown
21119,0,,,,,female
21121,0,,,,,unknown
21122,0,,,,,unknown
21123,0,,,,,unknown
21124,0,,,,,unknown
21125,0,Murfreesboro,TN,Rutherford,37127,male
21126,0,Murfreesboro,TN,Rutherford,37128,female
21127,0,Murfreesboro,TN,Rutherford,37129,female
21128,0,Murfreesboro,TN,Rutherford,37128,female
21129,0,Knoxville,TN,Knox,37922,male
21130,0,,,,,female
21142,0,Rockvale,TN,Rutherford,37153,male
21143,0,Murfreesboro,TN,Rutherford,37127,female
21144,0,Murfreesboro,TN,Rutherford,37128,unknown
21145,0,Murfreesboro,TN,Rutherford,37129,male
21146,0,Murfreesboro,TN,Rutherford,37129,female
21147,0,Antioch,TN,Davidson,37013,male
21148,0,,,,,male
21149,0,,,,,female
21150,0,,,,,female
21151,0,,,,,female
21152,0,,,,,female
21153,0,Murfreesboro,TN,Rutherford,37130,male
21154,0,Murfreesboro,TN,Rutherford,37130,female
21155,0,Murfreesboro,TN,Rutherford,37128,female
21156,0,Murfreesboro,TN,Rutherford,37129,female
21157,0,Murfreesboro,TN,Rutherford,37130,unknown
21158,0,Murfreesboro,TN,Rutherford,37130,female
21159,0,Murfreesboro,TN,Rutherford,37128,male
21160,0,Franklin,TN,Williamson,37064,female
21162,0,Murfreesboro,TN,Rutherford,37129,female
21163,0,McMinnville,TN,Warren,37110,male
21164,0,Murfreesboro,TN,Rutherford,37129,male
21167,0,Bell Buckle,TN,Rutherford,37020,unknown
21168,0,Murfreesboro,TN,Rutherford,37129,male
21169,0,,,,,male
21170,0,,,,,male
21171,0,,,,,male
21192,0,Winchester,TN,Franklin,37398,male
21193,0,Murfreesboro,TN,Rutherford,37128,male
21194,0,Murfreesboro,TN,Rutherford,37128,male
21195,0,Hendersonville,TN,Sumner,37075,female
21196,0,Murfreesboro,TN,Rutherford,37129,female
21198,0,Murfreesboro,TN,Rutherford,37130,male
21217,0,Murfreesboro,TN,Rutherford,37128,female
21218,0,McMinnville,TN,Warren,37110,female
21219,0,Murfreesboro,TN,Rutherford,37128,unknown
21220,0,Murfreesboro,TN,Rutherford,37130,unknown
21222,0,Murfreesboro,TN,Rutherford,37128,female
21223,0,Murfreesboro,TN,Rutherford,37127,female
21242,0,,,,,female
21243,0,Murfreesboro,TN,Rutherford,37127,female
21244,0,Murfreesboro,TN,Rutherford,37128,female
21245,0,,,,,male
21247,0,Murfreesboro,TN,Rutherford,37129,female
21248,0,Cookeville,TN,Overton,38506,unknown
21249,0,Murfreesboro,TN,Rutherford,37127,female
21250,0,Murfreesboro,TN,Rutherford,37127,female
21251,0,Murfreesboro,TN,Rutherford,37127,male
21252,0,,,,,female
21253,0,Hermitage,TN,Davidson,37076,male
21254,0,Hickman,TN,Smith,38567,female
21255,0,,,,,male
21256,0,,,,,female
21257,0,,,,,male
21258,0,,,,,female
21267,0,Murfreesboro,TN,Rutherford,37129,male
21270,0,Smyrna,TN,Rutherford,37167,male
21271,0,,,,,unknown
21272,0,,,,,male
21273,0,Murfreesboro,TN,Rutherford,37129,female
21274,0,Murfreesboro,TN,Rutherford,37128,female
21275,0,Murfreesboro,TN,Rutherford,37129,female
21276,0,Murfreesboro,TN,Rutherford,37127,male
21277,0,Lascassas,TN,Wilson,37085,unknown
21293,0,,,,,female
21294,0,,,,,unknown
21295,0,,,,,male
21296,0,,,,,female
21297,0,Murfreesboro,TN,Rutherford,37128,female
21298,0,Murfreesboro,TN,Rutherford,37128,female
21299,0,,,,,male
21300,0,,,,,female
21301,0,,,,,male
21302,0,,,,,male
21303,0,,,,,male
21304,0,,,,,male
21305,0,,,,,female
21306,0,,,,,male
21307,0,,,,,male
21308,0,,,,,male
21309,0,,,,,male
21310,0,,,,,female
21311,0,Murfreesboro,TN,Rutherford,37129,male
21313,0,,,,,female
21316,0,Murfreesboro,TN,Rutherford,37130,unknown
21317,0,Murfreesboro,TN,Rutherford,37127,male
21318,0,Murfreesboro,TN,Rutherford,37130,male
21319,0,,,,,female
21320,0,Murfreesboro,TN,Rutherford,37128,female
21322,0,,,,,female
21323,0,,,,,male
21324,0,Smyrna,TN,Rutherford,37167,female
21325,0,,,,,male
21326,0,Rockvale,TN,Rutherford,37153,male
21327,0,Murfreesboro,TN,Rutherford,37128,unknown
21328,0,,,,,male
21329,0,,,,,female
21330,0,,,,,male
21331,0,Lebanon,TN,Wilson,37090,male
21334,0,Lebanon,TN,Wilson,37090,female
21335,0,Christiana,TN,Rutherford,37037,female
21337,0,Murfreesboro,TN,Rutherford,37129,male
21338,0,,,,,female
21339,0,,,,,female
21340,0,Murfreesboro,TN,Rutherford,37129,unknown
21341,0,Christiana,TN,Rutherford,37037,male
21342,0,Murfreesboro,TN,Rutherford,37130,female
21344,0,Lebanon,TN,Wilson,37087,female
21346,0,Murfreesboro,TN,Rutherford,37129,female
21347,0,,,,,male
21348,0,,,,,female
21349,0,,,,,male
21350,0,McMinnville,TN,Warren,37110,male
21351,0,Murfreesboro,TN,Rutherford,37129,male
21352,0,,,,,female
21353,0,Murfreesboro,TN,Rutherford,37128,female
21354,0,,,,,unknown
21355,0,,,,,male
21356,0,,,,,male
21357,0,Watertown,TN,Wilson,37184,female
21359,0,Lascassas,TN,Wilson,37085,female
21360,0,,,,,male
21362,0,Murfreesboro,TN,Rutherford,37128,female
21363,0,Spring Hill,TN,Williamson,37174,male
21364,0,,,,,female
21365,0,,,,,male
21366,0,Hendersonville,TN,Sumner,37075,female
21368,0,,,,,female
21369,0,,,,,female
21392,0,Gallatin,TN,Sumner,37066,male
21393,0,Gallatin,TN,Sumner,37066,female
21394,0,Murfreesboro,TN,Rutherford,37129,female
21395,0,,,,,female
21396,0,Woodbury,TN,Cannon,37190,male
21399,0,Knoxville,TN,Knox,37932,unknown
21400,0,Murfreesboro,TN,Rutherford,37128,male
21402,0,Murfreesboro,TN,Rutherford,37128,male
21417,0,Murfreesboro,TN,Rutherford,37128,female
21418,0,,,,,female
21419,0,,,,,female
21420,0,Murfreesboro,TN,Rutherford,37129,female
21421,0,Murfreesboro,TN,Rutherford,37127,female
21423,0,Smithville,TN,Dekalb,37166,male
21424,1,Murfreesboro,TN,Rutherford,37129,unknown
21425,0,Antioch,TN,Davidson,37013,female
21426,0,Smyrna,TN,Rutherford,37167,female
21427,0,McMinnville,TN,Warren,37110,male
21428,0,Mount Juliet,TN,Wilson,37122,female
21429,0,,,,,male
21430,0,Murfreesboro,TN,Rutherford,37128,female
21431,0,Murfreesboro,TN,Rutherford,37129,female
21432,0,Murfreesboro,TN,Rutherford,37128,male
21433,0,Murfreesboro,TN,Rutherford,37130,male
21434,0,Murfreesboro,TN,Rutherford,37128,female
21436,0,Smyrna,TN,Rutherford,37167,female
21437,0,,,,,unknown
21438,0,,,,,male
21442,0,Old Hickory,TN,Wilson,37138,male
21443,0,Livingston,TN,,38570,female
21444,0,Livingston,TN,,38570,male
21445,0,Hendersonville,TN,Sumner,37075,female
21447,0,Murfreesboro,TN,Rutherford,37129,female
21448,0,Murfreesboro,TN,Rutherford,37128,male
21449,0,Murfreesboro,TN,Rutherford,37130,female
21450,0,Murfreesboro,TN,Rutherford,37130,female
21451,0,Murfreesboro,TN,Rutherford,37129,male
21452,0,Murfreesboro,TN,Rutherford,37128,male
21453,0,Smithville,TN,Dekalb,37166,female
21454,0,Murfreesboro,TN,Rutherford,37130,female
21455,0,Chickamauga,GA,,30707,unknown
21456,0,Murfreesboro,TN,Rutherford,37130,unknown
21457,0,Murfreesboro,TN,Rutherford,37127,female
21458,0,Unionville,TN,Bedford,37180,male
21459,0,Murfreesboro,TN,Rutherford,37130,female
21460,0,Pulaski,TN,Giles,38478,female
21461,0,Rockvale,TN,Rutherford,37153,male
21462,0,Murfreesboro,TN,Rutherford,37130,male
21463,0,Murfreesboro,TN,Rutherford,37130,female
21464,0,Murfreesboro,TN,Rutherford,37129,male
21466,0,Livingston,TN,,38570,male
21467,0,Murfreesboro,TN,Rutherford,37130,female
21468,0,Murfreesboro,TN,Rutherford,37130,male
21469,0,Murfreesboro,TN,Rutherford,37130,unknown
21470,0,Nashville,TN,Davidson,37211,male
21471,0,Nashville,TN,Davidson,37211,female
21472,0,Murfreesboro,TN,Rutherford,37127,male
21473,0,Murfreesboro,TN,Rutherford,37129,male
21474,0,Murfreesboro,TN,Rutherford,37129,female
21475,0,Lascassas,TN,Wilson,37085,male
21476,0,Gallatin,TN,Sumner,37066,female
21493,0,Woodbury,TN,Cannon,37190,female
21494,0,Murfreesboro,TN,Rutherford,37129,female
21495,0,Smyrna,TN,Rutherford,37167,female
21496,0,Murfreesboro,TN,Rutherford,37129,male
21497,0,Dyersburg,TN,Dyer,38024,female
21498,0,Murfreesboro,TN,Rutherford,37129,female
21499,0,Lascassas,TN,Wilson,37085,male
21500,0,Lascassas,TN,Wilson,37085,unknown
21501,0,Murfreesboro,TN,Rutherford,37130,female
21502,0,Brentwood,TN,Williamson,37027,unknown
21503,0,Brentwood,TN,Williamson,37027,female
21504,0,Murfreesboro,TN,Rutherford,37130,female
21505,0,Unionville,TN,Bedford,37180,female
21506,0,Mt Juliet,TN,,37122,female
21507,0,Mt Juliet,TN,,37122,male
21508,0,Murfreesboro,TN,Rutherford,37128,male
21509,0,Murfreesboro,TN,Rutherford,37128,female
21510,0,Murfreesboro,TN,Rutherford,37129,female
21511,0,Murfreesboro,TN,Rutherford,37127,female
21512,0,,,,,female
21513,0,,,,,unknown
21514,0,,,,,female
21515,0,Woodbury,TN,Cannon,37190,unknown
21517,0,,,,,female
21542,1,Murfreesboro,TN,Rutherford,37127,unknown
21543,0,Murfreesboro,TN,Rutherford,37130,male
21544,0,Manchester,TN,Coffee,37355,male
21545,0,Manchester,TN,Coffee,37355,female
21568,0,Murfreesboro,TN,Rutherford,37128,female
21593,0,Murfreesboro,TN,Rutherford,37127,female
21617,0,Brentwood,TN,Williamson,37027,female
21618,0,Nashville,TN,Davidson,37217,female
21619,0,Goodlettsville,TN,Sumner,37072,male
21642,0,Murfreesboro,TN,Rutherford,37130,unknown
21643,0,La Vergne,TN,Rutherford,37086,unknown
21644,1,,,,,unknown
21645,1,Franklin,TN,Williamson,37067,unknown
21667,0,Smyrna,TN,Rutherford,37167,female
21692,0,Lascassas,TN,Wilson,37085,female
21693,0,,,,,female
21717,0,Murfreesboro,TN,Rutherford,37130,male
21718,0,,,,,male
21719,0,Brentwood,TN,Williamson,37027,male
21720,0,Brentwood,TN,Williamson,37027,female
21721,0,Burlington,NC,Alamance,27215,male
21742,0,Gallatin,TN,Sumner,37066,male
21743,0,Nashville,TN,Davidson,37205,male
21744,0,Murfreesboro,TN,Rutherford,37129,male
21745,0,Murfreesboro,TN,Rutherford,37128,male
21746,0,Murfreesboro,TN,Rutherford,37128,female
21747,1,Murfreesboro,TN,Rutherford,37129,unknown
21748,0,Murfreesboro,TN,Rutherford,37129,male
21749,0,Mt Juliet,TN,,37122,male
21750,0,Murfreesboro,TN,Rutherford,37129,male
21751,0,Franklin,TN,Williamson,37064,male
21752,0,Spring Hill,TN,Williamson,37174,male
21753,0,Spring Hill,TN,Williamson,37174,female
21754,0,Murfreesboro,TN,Rutherford,37129,unknown
21755,0,Murfreesboro,TN,Rutherford,37129,male
21756,0,Murfreesboro,TN,Rutherford,37129,female
21759,0,Christiana,TN,Rutherford,37037,female
21760,0,Murfreesboro,TN,Rutherford,37128,male
21761,0,Murfreesboro,TN,Rutherford,37128,female
21762,0,Old Hickory,TN,Wilson,37138,male
21763,0,Brentwood,TN,Williamson,37027,female
21767,1,Murfreesboro,TN,Rutherford,37130,unknown
21768,0,Murfreesboro,TN,Rutherford,37129,male
21770,0,Lebanon,TN,Wilson,37090,unknown
21792,0,Lascassas,TN,Wilson,37085,male
21794,0,Shelbyville,TN,Bedford,37160,male
21795,0,Murfreesboro,TN,Rutherford,37128,male
21796,0,Murfreesboro,TN,Rutherford,37128,male
21797,0,,,,,female
21817,0,Flowery Branch,GA,Hall,30542,female
21842,0,Chesterland,OH,Geauga,44026,male
21867,1,Atlanta,GA,,30349,unknown
21868,0,Murfreesboro,TN,Rutherford,37129,male
21892,0,Gallatin,TN,Sumner,37066,female
21893,0,Murfreesboro,TN,Rutherford,37128,male
21894,0,Murfreesboro,TN,Rutherford,37128,unknown
21895,0,Murfreesboro,TN,Rutherford,37128,female
21917,0,Murfreesboro,TN,Rutherford,37128,female
21918,0,Arrington,TN,Rutherford,37014,male
21919,0,Arrington,TN,Rutherford,37014,female
21920,0,Rockvale,TN,Rutherford,37153,female
21942,0,Smyrna,TN,Rutherford,37167,female
21943,0,Murfreesboro,TN,Rutherford,37128,female
21944,0,tryon,NC,Polk,28782,male
21968,0,Murfreesboro,TN,Rutherford,37129,unknown
21992,1,Murfreesboro,TN,Rutherford,37130,unknown
21993,1,Murfreesboro,TN,Rutherford,37129,unknown
21994,1,Murfreesboro,TN,Rutherford,37128,unknown
21995,1,Murfreesboro,TN,Rutherford,37130,unknown
21996,1,Murfreesboro,TN,Rutherford,37130,unknown
21997,1,Murfreesboro,TN,Rutherford,37130,unknown
21998,1,Murfreesboro,TN,Rutherford,37130,unknown
21999,1,Nashville,TN,Davidson,37211,unknown
22000,1,Murfreesboro,TN,Rutherford,37128,unknown
22001,0,Murfreesboro,TN,Rutherford,37129,female
22002,1,Murfreesboro,TN,Rutherford,37130,unknown
22017,1,Murfreesboro,TN,Rutherford,37129,unknown
22042,0,,,,,unknown
22043,1,Murfreesboro,TN,Rutherford,37128,unknown
22044,1,Murfreesboro,TN,Rutherford,37128,unknown
22045,0,Murfreesboro,TN,Rutherford,37128,male
22046,0,Murfreesboro,TN,Rutherford,37130,unknown
22047,1,La Vergne,TN,Rutherford,37086,unknown
22048,1,Christiana,TN,Rutherford,37037,unknown
22049,1,,,,,unknown
22050,1,Murfreesboro,TN,Rutherford,37128,unknown
22052,1,Smyrna,TN,Rutherford,37167,unknown
22053,1,Murfreesboro,TN,Rutherford,37128,unknown
22054,1,Murfreesboro,TN,Rutherford,37130,unknown
22055,1,Smyrna,TN,Rutherford,37167,unknown
22056,1,,,,,unknown
22067,1,Smyrna,TN,Rutherford,37167,unknown
22068,1,Brentwood,TN,Williamson,37027,unknown
