,Donation ID,Constituent Number,Received Date,Donation Amount,Thank You Letter ID,Thank You Letter,Fund Name,Campaign Name,Co-Donor Exists,DonationSize_onehundred,Recurring Donor
14148,15170,6958,3/21/2011 0:00,40,,,Individuals,2011 Annual Campaign,0,0,0
14149,15171,6960,4/18/2012 0:00,50,,,Individuals,2012 Annual Campaign,1,0,1
14150,15172,6960,3/21/2011 0:00,100,,,Individuals,2011 Annual Campaign,1,0,1
14151,15173,6960,10/23/2014 0:00,100,,,Individuals,2014 Annual Campaign,1,0,1
14152,15174,6960,1/11/2016 0:00,100,,,Individuals,2016 Annual Campaign,1,0,1
14153,15175,6960,11/7/2016 0:00,100,,,Individuals,2016 Annual Campaign,1,0,1
14154,15176,6960,11/13/2013 0:00,150,,,Individuals,2013 Annual Campaign,1,1,1
14155,15177,6960,8/24/2015 0:00,200,,,Friendraiser Banquet,2015 Friendraiser Ba,1,1,1
14156,15178,6960,11/5/2015 0:00,200,,,Individuals,2015 Annual Campaign,1,1,1
14157,15179,6960,5/3/2013 0:00,300,,,Individuals,2013 Annual Campaign,1,1,1
14158,15180,6962,3/21/2011 0:00,50,,,Individuals,2011 Annual Campaign,0,0,0
14159,15181,6969,3/24/2011 0:00,25,,,Golf Classic,2011 Golf Classic,0,0,0
14160,15182,6972,3/31/2011 0:00,25,,,Golf Classic,2011 Golf Classic,0,0,0
14161,15183,6973,3/22/2011 0:00,200,,,Individuals,2011 Annual Campaign,0,1,0
14162,15184,6974,3/22/2011 0:00,200,,,Individuals,2011 Annual Campaign,1,1,0
14163,15185,6976,3/28/2011 0:00,50,,,Individuals,2011 Annual Campaign,0,0,0
14164,15186,6977,3/28/2011 0:00,50,,,Individuals,2011 Annual Campaign,0,0,0
14165,15187,6978,3/28/2011 0:00,50,,,Individuals,2011 Annual Campaign,0,0,0
14166,15188,6979,3/28/2011 0:00,25,,,Individuals,2011 Annual Campaign,0,0,1
14167,15189,6987,3/30/2011 0:00,50,,,Golf Classic,2011 Golf Classic,1,0,0
14168,15190,6989,3/30/2011 0:00,100,,,Individuals,2011 Annual Campaign,0,0,1
14169,15191,6989,12/14/2012 0:00,200,,,Local Missions,2012 Local Missions,0,1,1
14170,15192,6989,11/13/2014 0:00,1500,,,Local Missions,2014 Local Missions,0,1,1
14171,15193,6990,3/30/2011 0:00,100,,,Individuals,2011 Annual Campaign,1,0,0
14172,15194,6992,3/30/2011 0:00,100,,,Individuals,2011 Annual Campaign,0,0,0
14173,15195,6993,3/31/2011 0:00,25,,,Golf Classic,2011 Golf Classic,0,0,0
14174,15196,6994,3/31/2011 0:00,25,,,Golf Classic,2011 Golf Classic,1,0,0
14175,15197,6995,3/31/2011 0:00,25,,,Golf Classic,2011 Golf Classic,0,0,0
14176,15198,6996,3/31/2011 0:00,25,,,Golf Classic,2011 Golf Classic,0,0,0
14177,15199,6997,3/31/2011 0:00,25,,,Golf Classic,2011 Golf Classic,0,0,0
14178,15200,6998,7/19/2012 0:00,20,,,Friendraiser Banquet,2012 Friendraiser Ba,0,0,1
14179,15201,6998,3/31/2011 0:00,25,,,Golf Classic,2011 Golf Classic,0,0,1
14180,15202,6998,6/27/2011 0:00,25,,,Friendraiser Banquet,2011 Friendraiser Ba,0,0,1
14181,15203,6998,7/20/2012 0:00,100,,,Friendraiser Banquet,2012 Friendraiser Ba,0,0,1
14182,15204,6998,9/5/2013 0:00,100,,,Friendraiser Banquet,2013 Friendraiser Ba,0,0,1
14183,15205,6999,3/31/2011 0:00,25,,,Golf Classic,2011 Golf Classic,0,0,0
14184,15206,7000,3/31/2011 0:00,25,,,Golf Classic,2011 Golf Classic,0,0,0
14185,15207,7001,3/31/2011 0:00,25,,,Golf Classic,2011 Golf Classic,1,0,0
14186,15208,7002,5/7/2015 0:00,15,,,Merchandise,2015 Merchandise,0,0,1
14187,15209,7002,3/31/2011 0:00,20,,,Golf Classic,2011 Golf Classic,0,0,1
14188,15210,7003,3/31/2011 0:00,50,,,Golf Classic,2011 Golf Classic,1,0,1
14189,15211,7003,7/19/2012 0:00,100,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
14190,15212,7005,3/31/2011 0:00,20,,,Individuals,2011 Annual Campaign,0,0,0
14191,15213,7006,3/31/2011 0:00,500,,,Golf Classic,2011 Golf Classic,0,1,0
14192,15214,7007,3/31/2011 0:00,25,,,Golf Classic,2011 Golf Classic,0,0,1
14193,15215,7009,4/4/2011 0:00,25,,,Golf Classic,2011 Golf Classic,1,0,1
14194,15216,7009,12/3/2012 0:00,50,,,Individuals,2012 Annual Campaign,1,0,1
14195,15217,7009,1/3/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14196,15218,7009,2/3/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14197,15219,7009,3/3/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14198,15220,7009,4/3/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14199,15221,7009,5/3/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14200,15222,7009,6/3/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14201,15223,7009,7/3/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14202,15224,7009,8/3/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14203,15225,7009,9/3/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14204,15226,7009,10/3/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14205,15227,7009,12/6/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14206,15228,7009,1/3/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14207,15229,7009,2/3/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14208,15230,7009,3/3/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14209,15231,7009,4/3/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14210,15232,7009,5/4/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14211,15233,7009,6/3/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14212,15234,7009,7/3/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14213,15235,7009,8/3/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14214,15236,7009,10/3/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14215,15237,7009,11/3/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14216,15238,7009,12/3/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14217,15239,7009,1/3/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14218,15240,7009,2/3/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14219,15241,7009,3/3/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14220,15242,7009,4/3/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14221,15243,7009,5/3/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14222,15244,7009,6/3/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14223,15245,7009,7/3/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14224,15246,7009,8/4/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14225,15247,7009,9/3/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14226,15248,7009,10/3/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14227,15249,7009,1/4/2016 0:00,50,,,Individuals,2016 Annual Campaign,1,0,1
14228,15250,7009,7/20/2012 0:00,165,,,Friendraiser Banquet,2012 Friendraiser Ba,1,1,1
14229,15251,7009,7/16/2012 0:00,200,,,Friendraiser Banquet,2012 Friendraiser Ba,1,1,1
14230,15252,7009,8/27/2014 0:00,200,,,Friendraiser Banquet,2014 Friendraiser Ba,1,1,1
14231,15253,7010,4/4/2011 0:00,30,,,Golf Classic,2011 Golf Classic,1,0,0
14232,15254,7012,5/12/2011 0:00,500,,,Golf Classic,2011 Golf Classic,0,1,1
14233,15255,7013,4/5/2011 0:00,50,,,Individuals,2011 Annual Campaign,1,0,0
14234,15256,7017,12/9/2014 0:00,25,,,Individuals,2014 Annual Campaign,1,0,1
14235,15257,7017,4/6/2011 0:00,50,,,Golf Classic,2011 Golf Classic,1,0,1
14236,15258,7017,5/13/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14237,15259,7017,11/3/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14238,15260,7017,12/10/2013 0:00,100,,,Individuals,2013 Annual Campaign,1,0,1
14239,15261,7021,4/7/2011 0:00,50,,,Golf Classic,2011 Golf Classic,1,0,0
14240,15262,7025,4/11/2011 0:00,50,,,Golf Classic,2011 Golf Classic,1,0,0
14241,15263,7028,4/4/2012 0:00,135.31,,,United Way,2012 Combined Federa,0,1,1
14242,15264,7028,4/1/2013 0:00,449.81,,,United Way,2013 Combined Federa,0,1,1
14243,15265,7028,4/5/2011 0:00,671.77,,,United Way,2011 Combined Federa,0,1,1
14244,15266,7028,10/26/2012 0:00,858.25,,,United Way,2012 Combined Federa,0,1,1
14245,15267,7028,10/31/2015 0:00,882.2,,,United Way,2015 Combined Federa,0,1,1
14246,15268,7028,7/30/2012 0:00,1286.13,,,United Way,2012 Combined Federa,0,1,1
14247,15269,7028,10/28/2014 0:00,1429.72,,,United Way,2014 Combined Federa,0,1,1
14248,15270,7028,3/1/2015 0:00,1446.02,,,United Way,2015 Combined Federa,0,1,1
14249,15271,7028,3/27/2014 0:00,1560.95,,,United Way,2014 Combined Federa,0,1,1
14250,15272,7028,10/15/2013 0:00,1585.01,,,United Way,2013 Combined Federa,0,1,1
14251,15273,7028,3/12/2014 0:00,1644.45,,,United Way,2014 Combined Federa,0,1,1
14252,15274,7028,7/25/2014 0:00,1886.6,,,United Way,2014 Combined Federa,0,1,1
14253,15275,7028,7/19/2013 0:00,2145.06,,,United Way,2013 Combined Federa,0,1,1
14254,15276,7028,10/31/2011 0:00,2173.21,,,United Way,2011 Combined Federa,0,1,1
14255,15277,7028,1/30/2012 0:00,2519.85,,,United Way,2012 Combined Federa,0,1,1
14256,15278,7028,7/25/2011 0:00,2783.95,,,United Way,2011 Combined Federa,0,1,1
14257,15279,7030,2/4/2013 0:00,5,,,United Way,2013 Tennessee Board,0,0,1
14258,15280,7030,3/5/2013 0:00,5,,,United Way,2013 Tennessee Board,0,0,1
14259,15281,7030,3/29/2013 0:00,5,,,United Way,2013 Tennessee Board,0,0,1
14260,15282,7030,5/5/2013 0:00,5,,,United Way,2013 Tennessee Board,0,0,1
14261,15283,7030,6/4/2013 0:00,5,,,United Way,2013 Tennessee Board,0,0,1
14262,15284,7030,6/25/2013 0:00,5,,,United Way,2013 Tennessee Board,0,0,1
14263,15285,7030,8/1/2013 0:00,5,,,United Way,2013 Tennessee Board,0,0,1
14264,15286,7030,8/30/2013 0:00,5,,,United Way,2013 Tennessee Board,0,0,1
14265,15287,7030,10/1/2013 0:00,5,,,United Way,2013 Tennessee Board,0,0,1
14266,15288,7030,11/27/2013 0:00,5,,,United Way,2013 Tennessee Board,0,0,1
14267,15289,7030,4/13/2011 0:00,10,,,Individuals,2011 Annual Campaign,0,0,1
14268,15290,7030,4/29/2011 0:00,10,,,Individuals,2011 Annual Campaign,0,0,1
14269,15291,7030,6/1/2011 0:00,10,,,Individuals,2011 Annual Campaign,0,0,1
14270,15292,7030,7/1/2011 0:00,10,,,Individuals,2011 Annual Campaign,0,0,1
14271,15293,7030,7/29/2011 0:00,10,,,Individuals,2011 Annual Campaign,0,0,1
14272,15294,7030,9/1/2011 0:00,10,,,Individuals,2011 Annual Campaign,0,0,1
14273,15295,7030,10/3/2011 0:00,10,,,Individuals,2011 Annual Campaign,0,0,1
14274,15296,7030,10/31/2011 0:00,10,,,Individuals,2011 Annual Campaign,0,0,1
14275,15297,7030,11/29/2011 0:00,10,,,Individuals,2011 Annual Campaign,0,0,1
14276,15298,7030,12/22/2011 0:00,10,,,Individuals,2011 Annual Campaign,0,0,1
14277,15299,7030,2/1/2015 0:00,20,,,United Way,2015 Tennessee Board,0,0,1
14278,15300,7030,3/2/2015 0:00,20,,,United Way,2015 Tennessee Board,0,0,1
14279,15301,7030,3/31/2015 0:00,20,,,United Way,2015 Tennessee Board,0,0,1
14280,15302,7030,6/1/2015 0:00,20,,,United Way,2015 Tennessee Board,0,0,1
14281,15303,7030,6/29/2015 0:00,20,,,United Way,2015 Tennessee Board,0,0,1
14282,15304,7030,8/4/2015 0:00,20,,,United Way,2015 Tennessee Board,0,0,1
14283,15305,7030,9/1/2015 0:00,20,,,United Way,2015 Tennessee Board,0,0,1
14284,15306,7030,9/30/2015 0:00,20,,,United Way,2015 Tennessee Board,0,0,1
14285,15307,7030,11/3/2015 0:00,20,,,United Way,2015 Tennessee Board,0,0,1
14286,15308,7030,11/30/2015 0:00,20,,,United Way,2015 Tennessee Board,0,0,1
14287,15309,7030,12/23/2015 0:00,20,,,United Way,2015 Tennessee Board,0,0,1
14288,15310,7030,1/29/2016 0:00,20,,,Community Giving,2016 Community Givin,0,0,1
14289,15311,7030,2/26/2016 0:00,20,,,Community Giving,2016 Community Givin,0,0,1
14290,15312,7030,3/30/2016 0:00,20,,,Community Giving,2016 Community Givin,0,0,1
14291,15313,7030,4/27/2016 0:00,20,,,Community Giving,2016 Community Givin,0,0,1
14292,15314,7030,5/27/2016 0:00,20,,,Community Giving,2016 Community Givin,0,0,1
14293,15315,7030,6/30/2016 0:00,20,,,Community Giving,2016 Community Givin,0,0,1
14294,15316,7030,7/29/2016 0:00,20,,,Community Giving,2016 Community Givin,0,0,1
14295,15317,7030,8/30/2016 0:00,20,,,Community Giving,2016 Community Givin,0,0,1
14296,15318,7030,9/29/2016 0:00,20,,,Community Giving,2016 Community Givin,0,0,1
14297,15319,7030,10/28/2016 0:00,20,,,Community Giving,2016 Community Givin,0,0,1
14298,15320,7033,4/13/2011 0:00,100,,,Individuals,2011 Annual Campaign,0,0,0
14299,15321,7034,5/26/2016 0:00,0.87,,,Individuals,2016 Annual Campaign,0,0,1
14300,15322,7034,10/11/2016 0:00,1.13,,,Individuals,2016 Annual Campaign,0,0,1
14301,15323,7034,8/26/2015 0:00,5,,,Individuals,2015 Annual Campaign,0,0,1
14302,15324,7034,5/28/2010 0:00,5.04,,,Individuals,2010 Annual Campaign,0,0,1
14303,15325,7034,6/28/2010 0:00,5.04,,,Individuals,2010 Annual Campaign,0,0,1
14304,15326,7034,4/25/2016 0:00,5.23,,,Individuals,2016 Annual Campaign,0,0,1
14305,15327,7034,10/25/2010 0:00,5.79,,,Individuals,2010 Annual Campaign,0,0,1
14306,15328,7034,2/25/2011 0:00,9.1,,,Individuals,2011 Annual Campaign,0,0,1
14307,15329,7034,2/25/2011 0:00,9.11,,,Individuals,2011 Annual Campaign,0,0,1
14308,15330,7034,5/25/2014 0:00,13.62,,,Individuals,2014 Annual Campaign,0,0,1
14309,15331,7034,4/25/2012 0:00,18.48,,,Individuals,2012 Annual Campaign,0,0,1
14310,15332,7034,3/25/2011 0:00,20.52,,,Individuals,2011 Annual Campaign,0,0,1
14311,15333,7034,3/25/2011 0:00,20.52,,,Individuals,2011 Annual Campaign,0,0,1
14312,15334,7034,9/26/2011 0:00,24.12,,,Individuals,2011 Annual Campaign,0,0,1
14313,15335,7034,4/28/2014 0:00,25,,,Individuals,2014 Annual Campaign,0,0,1
14314,15336,7034,3/25/2014 0:00,27.22,,,Individuals,2014 Annual Campaign,0,0,1
14315,15337,7034,8/26/2011 0:00,28.71,,,Individuals,2011 Annual Campaign,0,0,1
14316,15338,7034,10/26/2012 0:00,31.8,,,Individuals,2012 Annual Campaign,0,0,1
14317,15339,7034,2/26/2013 0:00,32.28,,,Individuals,2013 Annual Campaign,0,0,1
14318,15340,7034,5/24/2013 0:00,33.01,,,Individuals,2013 Annual Campaign,0,0,1
14319,15341,7034,5/24/2011 0:00,34.31,,,Individuals,2011 Annual Campaign,0,0,1
14320,15342,7034,2/27/2012 0:00,37.14,,,Individuals,2012 Annual Campaign,0,0,1
14321,15343,7034,10/27/2011 0:00,39.44,,,Individuals,2011 Annual Campaign,0,0,1
14322,15344,7034,4/26/2011 0:00,39.52,,,Individuals,2011 Annual Campaign,0,0,1
14323,15345,7034,11/28/2011 0:00,39.78,,,Individuals,2011 Annual Campaign,0,0,1
14324,15346,7034,8/27/2012 0:00,41.25,,,Individuals,2012 Annual Campaign,0,0,1
14325,15347,7034,6/26/2013 0:00,41.36,,,Individuals,2013 Annual Campaign,0,0,1
14326,15348,7034,1/26/2011 0:00,42.36,,,Individuals,2011 Annual Campaign,0,0,1
14327,15349,7034,1/26/2011 0:00,42.36,,,Individuals,2011 Annual Campaign,0,0,1
14328,15350,7034,1/25/2012 0:00,49.49,,,Individuals,2012 Annual Campaign,0,0,1
14329,15351,7034,11/24/2010 0:00,50.09,,,Individuals,2010 Annual Campaign,0,0,1
14330,15352,7034,3/26/2012 0:00,50.13,,,Individuals,2012 Annual Campaign,0,0,1
14331,15353,7034,12/15/2010 0:00,51.05,,,Individuals,2010 Annual Campaign,0,0,1
14332,15354,7034,9/26/2012 0:00,53.37,,,Individuals,2012 Annual Campaign,0,0,1
14333,15355,7034,1/28/2013 0:00,54.78,,,Individuals,2013 Annual Campaign,0,0,1
14334,15356,7034,11/23/2012 0:00,55.25,,,Individuals,2012 Annual Campaign,0,0,1
14335,15357,7034,6/26/2012 0:00,59.48,,,Individuals,2012 Annual Campaign,0,0,1
14336,15358,7034,1/26/2015 0:00,61.8,,,Individuals,2015 Annual Campaign,0,0,1
14337,15359,7034,8/23/2013 0:00,62.31,,,Individuals,2013 Annual Campaign,0,0,1
14338,15360,7034,3/25/2013 0:00,63.61,,,Individuals,2013 Annual Campaign,0,0,1
14339,15361,7034,4/25/2013 0:00,65.08,,,Individuals,2013 Annual Campaign,0,0,1
14340,15362,7034,11/25/2013 0:00,68.25,,,Individuals,2013 Annual Campaign,0,0,1
14341,15363,7034,7/25/2012 0:00,72.92,,,Individuals,2012 Annual Campaign,0,0,1
14342,15364,7034,12/24/2012 0:00,75.83,,,Individuals,2012 Annual Campaign,0,0,1
14343,15365,7034,5/25/2012 0:00,86.75,,,Individuals,2012 Annual Campaign,0,0,1
14344,15366,7034,7/26/2013 0:00,91.69,,,Individuals,2013 Annual Campaign,0,0,1
14345,15367,7034,1/26/2016 0:00,101,,,Individuals,2016 Annual Campaign,0,1,1
14346,15368,7034,1/27/2014 0:00,103.38,,,Individuals,2014 Annual Campaign,0,1,1
14347,15369,7034,6/27/2011 0:00,207.72,,,Individuals,2011 Annual Campaign,0,1,1
14348,15370,7042,4/18/2011 0:00,25,,,Outside Events,2011 Outside Events,1,0,0
14349,15371,7044,4/18/2011 0:00,35,,,Outside Events,2011 Outside Events,0,0,0
14350,15372,7045,4/18/2011 0:00,50,,,Outside Events,2011 Outside Events,1,0,0
14351,15373,6700,4/18/2011 0:00,20,,,Outside Events,2011 Outside Events,1,0,1
14352,15374,7049,4/18/2011 0:00,200,,,Outside Events,2011 Outside Events,0,1,0
14353,15375,7050,4/18/2011 0:00,30,,,Outside Events,2011 Outside Events,1,0,0
14354,15376,7052,5/21/2014 0:00,150,,,Civic Groups,2014 Civic Groups,0,1,1
14355,15377,7052,7/5/2011 0:00,297.75,,,Civic Groups,2011 Civic Groups,0,1,1
14356,15378,7052,4/18/2011 0:00,315,,,Civic Groups,2011 Civic Groups,0,1,1
14357,15379,7053,4/18/2011 0:00,30,,,Individuals,2011 Annual Campaign,1,0,0
14358,15380,7055,4/18/2011 0:00,50,,,Individuals,2011 Annual Campaign,1,0,0
14359,15381,7057,4/20/2011 0:00,25,,,Golf Classic,2011 Golf Classic,0,0,0
14360,15382,7062,4/20/2011 0:00,25,,,Golf Classic,2011 Golf Classic,0,0,0
14361,15383,7074,8/19/2011 0:00,24,,,United Way,2011 United Way,0,0,1
14362,15384,7074,1/18/2012 0:00,28.11,,,United Way,2012 United Way,0,0,1
14363,15385,7074,12/28/2011 0:00,28.16,,,United Way,2011 United Way,0,0,1
14364,15386,7074,2/24/2012 0:00,29.57,,,United Way,2012 United Way,0,0,1
14365,15387,7074,5/23/2011 0:00,33.08,,,United Way,2011 United Way,0,0,1
14366,15388,7074,4/25/2011 0:00,36.01,,,United Way,2011 United Way,0,0,1
14367,15389,7074,6/20/2011 0:00,58.86,,,United Way,2011 United Way,0,0,1
14368,15390,7074,10/14/2011 0:00,86.93,,,United Way,2011 United Way,0,0,1
14369,15391,7075,6/30/2011 0:00,25,,,Friendraiser Banquet,2011 Friendraiser Ba,0,0,1
14370,15392,7075,6/30/2011 0:00,25,,,Friendraiser Banquet,2011 Friendraiser Ba,0,0,1
14371,15393,7075,4/25/2011 0:00,40,,,Individuals,2011 Annual Campaign,0,0,1
14372,15394,7075,9/23/2013 0:00,50,,,Heritage Partners,2013 Heritage Partne,0,0,1
14373,15395,7075,10/9/2012 0:00,75,,,Macedonia,2012 Macedonia,0,0,1
14374,15396,7075,12/6/2013 0:00,75,,,Macedonia,2013 Cornelius Chris,0,0,1
14375,15397,7075,10/16/2014 0:00,75,,,Macedonia,2014 Cornelius Chris,0,0,1
14376,15398,7075,11/20/2015 0:00,75,,,Macedonia,2015 Cornelius Chris,0,0,1
14377,15399,7076,4/26/2011 0:00,200,,,Friendraiser Banquet,2011 Friendraiser Ba,0,1,0
14378,15400,7089,6/27/2012 0:00,3000,,,Team ASK,2012 Special Kids Ra,0,1,1
14379,15401,7089,7/31/2014 0:00,3000,,,Grants,2014 Grants,0,1,1
14380,15402,7089,5/31/2011 0:00,5000,,,Grants,2011 Grants,0,1,1
14381,15403,7089,4/28/2011 0:00,6000,,,Team ASK,2011 Country Music M,0,1,1
14382,15404,7091,11/4/2014 0:00,100,,,Individuals,2014 Annual Campaign,0,0,1
14383,15405,7092,5/4/2011 0:00,10,,,Individuals,2011 Annual Campaign,1,0,1
14384,15406,7092,5/4/2011 0:00,10,,,Individuals,2011 Annual Campaign,1,0,1
14385,15407,7092,10/18/2011 0:00,60,,,Team ASK,2012 Special Kids Ra,1,0,1
14386,15408,7098,5/2/2011 0:00,100,,,Team ASK,2011 Country Music M,0,0,0
14387,15409,7099,5/10/2011 0:00,8.5,,,Outside Events,2011 Outside Events,0,0,1
14388,15410,7099,5/2/2011 0:00,504.54,,,Outside Events,2011 Outside Events,0,1,1
14389,15411,7102,10/9/2013 0:00,18,,,Golf Classic,2013 Golf Classic,0,0,1
14390,15412,7102,10/9/2013 0:00,70,,,Individuals,2013 Annual Campaign,0,0,1
14391,15413,7102,7/15/2011 0:00,80,,,Friendraiser Banquet,2011 Friendraiser Ba,0,0,1
14392,15414,7102,9/27/2011 0:00,113,,,Acts 1:8,2010 China Missions,0,1,1
14393,15415,7102,9/27/2011 0:00,387,,,Acts 1:8,2011 China Missions,0,1,1
14394,15416,7102,4/13/2009 0:00,400,,,Golf Classic,2009 Golf Classic,0,1,1
14395,15417,7102,12/8/2009 0:00,500,,,Macedonia,2009 Macedonia,0,1,1
14396,15418,7102,5/6/2011 0:00,500,,,Golf Classic,2011 Golf Classic,0,1,1
14397,15419,7102,3/12/2012 0:00,500,,,Golf Classic,2012 Golf Classic,0,1,1
14398,15420,7102,3/18/2013 0:00,500,,,Golf Classic,2013 Golf Classic,0,1,1
14399,15421,7102,2/19/2014 0:00,500,,,Golf Classic,2014 Golf Classic,0,1,1
14400,15422,7102,7/20/2010 0:00,600,,,Heritage Partners,2010 Heritage Partne,0,1,1
14401,15423,7102,3/4/2015 0:00,600,,,Golf Classic,2015 Golf Classic,0,1,1
14402,15424,7102,8/14/2009 0:00,750,,,Friendraiser Banquet,2009 Friendraiser Ba,0,1,1
14403,15425,7102,8/2/2010 0:00,750,,,Friendraiser Banquet,2010 Friendraiser Ba,0,1,1
14404,15426,7102,6/22/2012 0:00,800,,,Friendraiser Banquet,2012 Friendraiser Ba,0,1,1
14405,15427,7102,10/9/2013 0:00,912,,,Friendraiser Banquet,2013 Friendraiser Ba,0,1,1
14406,15428,7102,5/23/2011 0:00,1250,,,Friendraiser Banquet,2011 Friendraiser Ba,0,1,1
14407,15429,7102,9/8/2015 0:00,1600,,,Friendraiser Banquet,2015 Friendraiser Ba,0,1,1
14408,15430,7102,8/13/2008 0:00,1750,,,Friendraiser Banquet,2008 Friendraiser Ba,0,1,1
14409,15431,7102,12/7/2012 0:00,2400,,,Heritage Partners,2012 Heritage Partne,0,1,1
14410,15432,7102,12/22/2008 0:00,3000,,,Macedonia,2008 Macedonia,0,1,1
14411,15433,7102,7/2/2012 0:00,5000,,,Heritage Partners,2012 Heritage Partne,0,1,1
14412,15434,7102,10/26/2016 0:00,5000,,,Individuals,2016 Individuals,0,1,1
14413,15435,7108,5/2/2013 0:00,200,,,Impact Athlete,2013 Impact athlete,0,1,1
14414,15436,7113,10/18/2011 0:00,40,,,Team ASK,2012 Special Kids Ra,1,0,1
14415,15437,7116,5/16/2011 0:00,200,,,Golf Classic,2011 Golf Classic,0,1,1
14416,15438,7116,5/13/2011 0:00,300,,,Golf Classic,2011 Golf Classic,0,1,1
14417,15439,7117,5/13/2011 0:00,10,,,Golf Classic,2011 Golf Classic,0,0,1
14418,15440,7117,5/13/2011 0:00,125,,,Golf Classic,2011 Golf Classic,0,1,1
14419,15441,7118,5/13/2011 0:00,10,,,Golf Classic,2011 Golf Classic,0,0,1
14420,15442,7118,5/13/2011 0:00,125,,,Golf Classic,2011 Golf Classic,0,1,1
14421,15443,7119,5/12/2011 0:00,125,,,Golf Classic,2011 Golf Classic,0,1,0
14422,15444,7120,5/12/2011 0:00,125,,,Golf Classic,2011 Golf Classic,0,1,0
14423,15445,7121,5/12/2011 0:00,200,,,Golf Classic,2011 Golf Classic,0,1,1
14424,15446,7121,6/8/2011 0:00,400,,,Golf Classic,2011 Golf Classic,0,1,1
14425,15447,7122,5/12/2011 0:00,10,,,Golf Classic,2011 Golf Classic,1,0,1
14426,15448,7122,5/12/2011 0:00,125,,,Golf Classic,2011 Golf Classic,1,1,1
14427,15449,7124,5/12/2011 0:00,40,,,Golf Classic,2011 Golf Classic,1,0,1
14428,15450,7124,5/12/2011 0:00,500,,,Golf Classic,2011 Golf Classic,1,1,1
14429,15451,7126,5/12/2011 0:00,125,,,Golf Classic,2011 Golf Classic,1,1,0
14430,15452,7127,3/6/2012 0:00,125,,,Golf Classic,2012 Golf Classic,1,1,1
14431,15453,7127,3/14/2013 0:00,125,,,Golf Classic,2013 Golf Classic,1,1,1
14432,15454,7127,3/26/2014 0:00,125,,,Golf Classic,2014 Golf Classic,1,1,1
