,Donation ID,Constituent Number,Received Date,Donation Amount,Thank You Letter ID,Thank You Letter,Fund Name,Campaign Name,Co-Donor Exists,DonationSize_onehundred,Recurring Donor
13856,14878,6653,3/19/2015 0:00,55,,,Special Kids Race,2015 Special Kids Ra,0,0,1
13857,14879,6653,12/15/2010 0:00,100,,,Macedonia,2010 Macedonia,0,0,1
13858,14880,6653,12/14/2011 0:00,100,,,Individuals,2011 Annual Campaign,0,0,1
13859,14881,6658,12/16/2010 0:00,25,,,Individuals,2010 Annual Campaign,0,0,1
13860,14882,6659,12/2/2011 0:00,50,,,Individuals,2011 Annual Campaign,0,0,1
13861,14883,6659,12/16/2010 0:00,100,,,Individuals,2010 Annual Campaign,0,0,1
13862,14884,6666,5/17/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
13863,14885,6682,12/16/2010 0:00,25,,,Individuals,2010 Annual Campaign,0,0,0
13864,14886,6694,12/17/2010 0:00,50,,,Macedonia,2010 Macedonia,0,0,1
13865,14887,6694,7/20/2012 0:00,250,,,Friendraiser Banquet,2012 Friendraiser Ba,0,1,1
13866,14888,6694,9/5/2014 0:00,500,,,Friendraiser Banquet,2014 Friendraiser Ba,0,1,1
13867,14889,6695,12/17/2010 0:00,10,,,Macedonia,2010 Macedonia,1,0,0
13868,14890,6697,12/17/2010 0:00,20,,,Macedonia,2010 Macedonia,1,0,0
13869,14891,6699,12/17/2010 0:00,50,,,Macedonia,2010 Macedonia,0,0,0
13870,14892,6700,12/17/2010 0:00,50,,,Macedonia,2010 Macedonia,1,0,1
13871,14893,6702,12/17/2010 0:00,100,,,Macedonia,2010 Macedonia,1,0,0
13872,14894,6704,12/17/2010 0:00,200,,,Macedonia,2010 Macedonia,1,1,0
13873,14895,6706,12/17/2010 0:00,50,,,Macedonia,2010 Macedonia,0,0,0
13874,14896,6707,7/15/2013 0:00,40,,,Individuals,2013 Annual Campaign,1,0,1
13875,14897,6707,8/15/2013 0:00,40,,,Individuals,2013 Annual Campaign,1,0,1
13876,14898,6707,9/15/2013 0:00,40,,,Individuals,2013 Annual Campaign,1,0,1
13877,14899,6707,10/15/2013 0:00,40,,,Individuals,2013 Annual Campaign,1,0,1
13878,14900,6707,11/16/2013 0:00,40,,,Individuals,2013 Annual Campaign,1,0,1
13879,14901,6707,12/15/2013 0:00,40,,,Individuals,2013 Annual Campaign,1,0,1
13880,14902,6707,1/15/2014 0:00,40,,,Individuals,2014 Annual Campaign,1,0,1
13881,14903,6707,2/15/2014 0:00,40,,,Individuals,2014 Annual Campaign,1,0,1
13882,14904,6707,3/3/2014 0:00,40,,,Individuals,2014 Annual Campaign,1,0,1
13883,14905,6707,3/15/2014 0:00,40,,,Individuals,2014 Annual Campaign,1,0,1
13884,14906,6707,4/1/2014 0:00,40,,,Individuals,2014 Annual Campaign,1,0,1
13885,14907,6707,4/15/2014 0:00,40,,,Individuals,2014 Annual Campaign,1,0,1
13886,14908,6707,5/1/2014 0:00,40,,,Individuals,2014 Annual Campaign,1,0,1
13887,14909,6707,6/1/2014 0:00,40,,,Individuals,2014 Annual Campaign,1,0,1
13888,14910,6707,10/30/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
13889,14911,6707,5/15/2014 0:00,80,,,Individuals,2014 Annual Campaign,1,0,1
13890,14912,6707,6/15/2014 0:00,80,,,Individuals,2014 Annual Campaign,1,0,1
13891,14913,6707,7/15/2014 0:00,80,,,Individuals,2014 Annual Campaign,1,0,1
13892,14914,6707,8/15/2014 0:00,80,,,Individuals,2014 Annual Campaign,1,0,1
13893,14915,6707,9/15/2014 0:00,80,,,Individuals,2014 Annual Campaign,1,0,1
13894,14916,6707,10/15/2014 0:00,80,,,Individuals,2014 Annual Campaign,1,0,1
13895,14917,6707,11/16/2014 0:00,80,,,Individuals,2014 Annual Campaign,1,0,1
13896,14918,6707,12/15/2014 0:00,80,,,Individuals,2014 Annual Campaign,1,0,1
13897,14919,6707,1/15/2015 0:00,80,,,Individuals,2015 Annual Campaign,1,0,1
13898,14920,6707,2/16/2015 0:00,80,,,Individuals,2015 Annual Campaign,1,0,1
13899,14921,6707,3/15/2015 0:00,80,,,Individuals,2015 Annual Campaign,1,0,1
13900,14922,6707,4/15/2015 0:00,80,,,Individuals,2015 Annual Campaign,1,0,1
13901,14923,6707,5/15/2015 0:00,80,,,Individuals,2015 Annual Campaign,1,0,1
13902,14924,6707,6/15/2015 0:00,80,,,Individuals,2015 Annual Campaign,1,0,1
13903,14925,6707,6/15/2015 0:00,80,,,Individuals,2015 Annual Campaign,1,0,1
13904,14926,6707,7/15/2015 0:00,80,,,Individuals,2015 Annual Campaign,1,0,1
13905,14927,6707,8/14/2015 0:00,80,,,Individuals,2015 Annual Campaign,1,0,1
13906,14928,6707,9/15/2015 0:00,80,,,Individuals,2015 Annual Campaign,1,0,1
13907,14929,6707,10/15/2015 0:00,80,,,Individuals,2015 Annual Campaign,1,0,1
13908,14930,6707,11/15/2015 0:00,80,,,Individuals,2015 Annual Campaign,1,0,1
13909,14931,6707,12/15/2015 0:00,80,,,Individuals,2015 Annual Campaign,1,0,1
13910,14932,6707,1/15/2016 0:00,80,,,Individuals,2016 Annual Campaign,1,0,1
13911,14933,6707,2/15/2016 0:00,80,,,Individuals,2016 Annual Campaign,1,0,1
13912,14934,6707,3/15/2016 0:00,80,,,Individuals,2016 Annual Campaign,1,0,1
13913,14935,6707,4/15/2016 0:00,80,,,Individuals,2016 Annual Campaign,1,0,1
13914,14936,6707,5/15/2016 0:00,80,,,Individuals,2016 Annual Campaign,1,0,1
13915,14937,6707,6/15/2016 0:00,80,,,Individuals,2016 Annual Campaign,1,0,1
13916,14938,6707,7/15/2016 0:00,80,,,Individuals,2016 Annual Campaign,1,0,1
13917,14939,6707,8/15/2016 0:00,80,,,Individuals,2016 Annual Campaign,1,0,1
13918,14940,6707,9/15/2016 0:00,80,,,Individuals,2016 Annual Campaign,1,0,1
13919,14941,6707,10/15/2016 0:00,80,,,Individuals,2016 Annual Campaign,1,0,1
13920,14942,6707,12/17/2010 0:00,500,,,Individuals,2010 Annual Campaign,1,1,1
13921,14943,6707,8/24/2015 0:00,500,,,Friendraiser Banquet,2015 Friendraiser Ba,1,1,1
13922,14944,6709,12/17/2010 0:00,25,,,Individuals,2010 Annual Campaign,0,0,0
13923,14945,6710,12/19/2010 0:00,100,,,Individuals,2010 Annual Campaign,0,0,0
13924,14946,6711,12/21/2010 0:00,25,,,Individuals,2010 Annual Campaign,0,0,0
13925,14947,6712,12/21/2010 0:00,400,,,Individuals,2010 Annual Campaign,0,1,0
13926,14948,6716,12/21/2010 0:00,100,,,Macedonia,2010 Macedonia,0,0,0
13927,14949,6717,12/21/2010 0:00,50,,,Macedonia,2010 Macedonia,0,0,0
13928,14950,6718,12/21/2010 0:00,20,,,Individuals,2010 Annual Campaign,1,0,1
13929,14951,6728,12/22/2010 0:00,1000,,,Individuals,2010 Annual Campaign,0,1,0
13930,14952,3119,12/22/2010 0:00,120,,,Macedonia,2010 Macedonia,1,1,1
13931,14953,3119,6/1/2013 0:00,200,,,Impact Athlete,2013 Impact athlete,1,1,1
13932,14954,6733,11/30/2015 0:00,25,,,Individuals,2015 Annual Campaign,1,0,1
13933,14955,6734,7/19/2012 0:00,65,,,Friendraiser Banquet,2012 Friendraiser Ba,0,0,1
13934,14956,6734,12/22/2010 0:00,1000,,,Individuals,2010 Annual Campaign,0,1,1
13935,14957,6758,11/3/2015 0:00,100,,,Individuals,2015 Annual Campaign,1,0,1
13936,14958,6760,3/20/2015 0:00,5,,,Special Kids Race,2015 Special Kids Ra,1,0,1
13937,14959,6773,12/11/2012 0:00,50,,,Macedonia,2012 Macedonia,0,0,1
13938,14960,6775,12/29/2010 0:00,150,,,Individuals,2010 Annual Campaign,0,1,0
13939,14961,6776,12/29/2010 0:00,20,,,Acts 1:8,2010 China Missions,1,0,0
13940,14962,6781,12/31/2010 0:00,25,,,Acts 1:8,2010 China Missions,1,0,1
13941,14963,6784,12/31/2010 0:00,40,,,Outside Events,2010 Outside Events,0,0,1
13942,14964,415,5/16/2015 0:00,30,,,Individuals,2015 Annual Campaign,0,0,1
13943,14965,6820,3/20/2015 0:00,15,,,Special Kids Race,2015 Special Kids Ra,1,0,1
13944,14966,6822,3/20/2015 0:00,30,,,Individuals,2015 Annual Campaign,0,0,1
13945,14967,6830,5/2/2013 0:00,200,,,Impact Athlete,2013 Impact athlete,0,1,1
13946,14968,6833,5/14/2013 0:00,100,,,Individuals,2013 Annual Campaign,0,0,1
13947,14969,6833,8/4/2015 0:00,100,,,Individuals,2015 Annual Campaign,0,0,1
13948,14970,6833,1/15/2016 0:00,100,,,Individuals,2016 Annual Campaign,0,0,1
13949,14971,6846,5/27/2014 0:00,500,,,Grants,2014 Grants,0,1,1
13950,14972,6846,7/31/2015 0:00,500,,,Golf Classic,2015 Golf Classic,0,1,1
13951,14973,6846,1/12/2011 0:00,1600,,,Grants,2011 Grants,0,1,1
13952,14974,6846,11/18/2013 0:00,2000,,,Grants,2013 Grants,0,1,1
13953,14975,6857,5/2/2013 0:00,200,,,Impact Athlete,2013 Impact athlete,0,1,1
13954,14976,6857,5/3/2014 0:00,200,,,Impact Athlete,2014 Impact athlete,0,1,1
13955,14977,6866,11/13/2014 0:00,100,,,Individuals,2014 Annual Campaign,1,0,1
13956,14978,6866,8/22/2016 0:00,250,,,Individuals,2016 Annual Campaign,1,1,1
13957,14979,6866,6/22/2011 0:00,428.18,,,Individuals,2011 Annual Campaign,1,1,1
13958,14980,6867,7/16/2015 0:00,250,,,Individuals,2015 Annual Campaign,1,1,1
13959,14981,6874,1/28/2011 0:00,100,,,Outside Events,2010 Outside Events,0,0,0
13960,14982,6878,1/28/2011 0:00,40,,,Individuals,2011 Annual Campaign,1,0,0
13961,14983,6880,1/28/2011 0:00,25,,,Individuals,2011 Annual Campaign,1,0,0
13962,14984,6882,4/14/2015 0:00,250,,,Golf Classic,2015 Golf Classic,0,1,1
13963,14985,6882,4/26/2016 0:00,600,,,Golf Classic,2016 Golf Classic,0,1,1
13964,14986,6883,1/31/2011 0:00,25,,,Individuals,2011 Annual Campaign,1,0,0
13965,14987,6886,2/1/2011 0:00,100,,,Individuals,2011 Annual Campaign,0,0,0
13966,14988,6887,2/1/2011 0:00,30,,,Individuals,2011 Annual Campaign,1,0,0
13967,14989,6889,4/24/2012 0:00,25,,,Individuals,2012 Annual Campaign,1,0,1
13968,14990,6889,2/1/2011 0:00,50,,,Individuals,2011 Annual Campaign,1,0,1
13969,14991,6895,2/2/2011 0:00,15,,,Individuals,2011 Annual Campaign,0,0,0
13970,14992,6896,2/3/2011 0:00,20,,,Individuals,2011 Annual Campaign,1,0,0
13971,14993,6898,2/3/2011 0:00,25,,,Individuals,2011 Annual Campaign,0,0,0
13972,14994,6899,2/3/2011 0:00,100,,,Individuals,2011 Annual Campaign,0,0,0
13973,14995,6901,2/3/2011 0:00,60,,,Individuals,2011 Annual Campaign,1,0,0
13974,14996,6903,2/3/2011 0:00,50,,,Individuals,2011 Annual Campaign,1,0,0
13975,14997,6908,2/8/2011 0:00,20,,,Individuals,2011 Annual Campaign,0,0,0
13976,14998,6909,2/8/2011 0:00,25,,,Individuals,2011 Annual Campaign,1,0,0
13977,14999,6911,2/8/2011 0:00,100,,,Individuals,2011 Annual Campaign,1,0,0
13978,15000,6913,2/8/2011 0:00,25,,,Individuals,2011 Annual Campaign,0,0,0
13979,15001,6914,2/8/2011 0:00,50,,,Individuals,2011 Annual Campaign,1,0,0
13980,15002,6916,2/8/2011 0:00,25,,,Individuals,2011 Annual Campaign,0,0,1
13981,15003,6916,2/11/2011 0:00,25,,,Individuals,2011 Annual Campaign,0,0,1
13982,15004,6917,2/11/2011 0:00,10,,,Individuals,2011 Annual Campaign,0,0,1
13983,15005,6917,5/12/2011 0:00,35,,,Golf Classic,2011 Golf Classic,0,0,1
13984,15006,6917,5/12/2011 0:00,40,,,Golf Classic,2011 Golf Classic,0,0,1
13985,15007,6917,5/12/2011 0:00,125,,,Golf Classic,2011 Golf Classic,0,1,1
13986,15008,6917,3/12/2013 0:00,500,,,Golf Classic,2013 Golf Classic,0,1,1
13987,15009,6917,4/11/2014 0:00,625,,,Golf Classic,2014 Golf Classic,0,1,1
13988,15010,6918,2/14/2011 0:00,25,,,Individuals,2011 Annual Campaign,0,0,0
13989,15011,6919,12/12/2011 0:00,110,,,Grants,2011 Grants,0,1,1
13990,15012,6919,4/20/2012 0:00,250,,,Team ASK,2012 Special Kids Ra,0,1,1
13991,15013,6919,4/16/2013 0:00,250,,,Grants,2013 Grants,0,1,1
13992,15014,6919,2/14/2011 0:00,350,,,Friendraiser Banquet,2010 Friendraiser Ba,0,1,1
13993,15015,6919,9/19/2011 0:00,350,,,Individuals,2011 Annual Campaign,0,1,1
13994,15016,6919,7/6/2012 0:00,500,,,Grants,2012 Grants,0,1,1
13995,15017,6919,7/6/2012 0:00,500,,,Team ASK,2012 Special Kids Ra,0,1,1
13996,15018,6920,8/15/2012 0:00,25,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
13997,15019,6920,9/14/2012 0:00,25,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
13998,15020,6920,10/15/2012 0:00,25,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
13999,15021,6920,11/15/2012 0:00,25,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
14000,15022,6920,12/14/2012 0:00,25,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
14001,15023,6920,1/15/2013 0:00,25,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
14002,15024,6920,2/15/2013 0:00,25,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
14003,15025,6920,3/15/2013 0:00,25,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
14004,15026,6920,4/15/2013 0:00,25,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
14005,15027,6920,5/15/2013 0:00,25,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
14006,15028,6920,5/21/2013 0:00,25,,,Golf Classic,2013 Golf Classic,1,0,1
14007,15029,6920,6/14/2013 0:00,25,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
14008,15030,6920,7/15/2013 0:00,25,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
14009,15031,6920,8/15/2013 0:00,25,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
14010,15032,6920,9/13/2013 0:00,25,,,Friendraiser Banquet,2013 Friendraiser Ba,1,0,1
14011,15033,6920,10/29/2012 0:00,40,,,Special Kids Race,2013 Special Kids Ra,1,0,1
14012,15034,6920,10/15/2013 0:00,50,,,Friendraiser Banquet,2013 Friendraiser Ba,1,0,1
14013,15035,6920,11/15/2013 0:00,50,,,Friendraiser Banquet,2013 Friendraiser Ba,1,0,1
14014,15036,6920,12/13/2013 0:00,50,,,Friendraiser Banquet,2013 Friendraiser Ba,1,0,1
14015,15037,6920,1/15/2014 0:00,50,,,Friendraiser Banquet,2013 Friendraiser Ba,1,0,1
14016,15038,6920,2/14/2014 0:00,50,,,Friendraiser Banquet,2013 Friendraiser Ba,1,0,1
14017,15039,6920,3/14/2014 0:00,50,,,Friendraiser Banquet,2013 Friendraiser Ba,1,0,1
14018,15040,6920,4/15/2014 0:00,50,,,Friendraiser Banquet,2013 Friendraiser Ba,1,0,1
14019,15041,6920,5/15/2014 0:00,50,,,Friendraiser Banquet,2013 Friendraiser Ba,1,0,1
14020,15042,6920,6/11/2014 0:00,50,,,Friendraiser Banquet,2013 Friendraiser Ba,1,0,1
14021,15043,6920,7/15/2014 0:00,50,,,Friendraiser Banquet,2013 Friendraiser Ba,1,0,1
14022,15044,6920,8/13/2014 0:00,50,,,Friendraiser Banquet,2013 Friendraiser Ba,1,0,1
14023,15045,6920,9/15/2014 0:00,50,,,Friendraiser Banquet,2013 Friendraiser Ba,1,0,1
14024,15046,6920,10/22/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14025,15047,6920,11/15/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14026,15048,6920,12/15/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14027,15049,6920,1/15/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14028,15050,6920,2/13/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14029,15051,6920,3/13/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14030,15052,6920,4/15/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14031,15053,6920,5/15/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14032,15054,6920,6/15/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14033,15055,6920,7/15/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14034,15056,6920,8/14/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14035,15057,6920,9/15/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14036,15058,6920,10/15/2015 0:00,50,,,Friendraiser Banquet,2015 Friendraiser Ba,1,0,1
14037,15059,6920,11/15/2015 0:00,50,,,Friendraiser Banquet,2015 Friendraiser Ba,1,0,1
14038,15060,6920,12/15/2015 0:00,50,,,Friendraiser Banquet,2015 Friendraiser Ba,1,0,1
14039,15061,6920,1/15/2016 0:00,50,,,Friendraiser Banquet,2015 Friendraiser Ba,1,0,1
14040,15062,6920,1/31/2016 0:00,50,,,Merchandise,2016 Merchandise,1,0,1
14041,15063,6920,2/15/2016 0:00,50,,,Friendraiser Banquet,2015 Friendraiser Ba,1,0,1
14042,15064,6920,7/20/2012 0:00,65,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
14043,15065,6920,10/2/2015 0:00,85,,,Friendraiser Banquet,2015 Friendraiser Ba,1,0,1
14044,15066,6920,3/15/2016 0:00,85,,,Friendraiser Banquet,2015 Friendraiser Ba,1,0,1
14045,15067,6920,4/15/2016 0:00,85,,,Friendraiser Banquet,2015 Friendraiser Ba,1,0,1
14046,15068,6920,5/15/2016 0:00,85,,,Friendraiser Banquet,2015 Friendraiser Ba,1,0,1
14047,15069,6920,6/15/2016 0:00,85,,,Friendraiser Banquet,2015 Friendraiser Ba,1,0,1
14048,15070,6920,7/15/2016 0:00,85,,,Friendraiser Banquet,2015 Friendraiser Ba,1,0,1
14049,15071,6920,8/15/2016 0:00,85,,,Friendraiser Banquet,2015 Friendraiser Ba,1,0,1
14050,15072,6920,9/15/2016 0:00,85,,,Friendraiser Banquet,2015 Friendraiser Ba,1,0,1
14051,15073,6920,10/15/2016 0:00,85,,,Individuals,2016 Annual Campaign,1,0,1
14052,15074,6920,7/20/2012 0:00,100,,,Friendraiser Banquet,2012 Friendraiser Ba,1,0,1
14053,15075,6920,8/15/2014 0:00,200,,,Friendraiser Banquet,2014 Friendraiser Ba,1,1,1
14054,15076,6920,9/11/2015 0:00,200,,,Friendraiser Banquet,2015 Friendraiser Ba,1,1,1
14055,15077,6920,1/4/2013 0:00,1000,,,Special Kids Race,2013 Special Kids Ra,1,1,1
14056,15078,6924,2/28/2011 0:00,500,,,Heritage Partners,2011 Heritage Partne,0,1,0
14057,15079,6925,3/1/2011 0:00,25,,,Individuals,2011 Annual Campaign,0,0,0
14058,15080,6926,1/12/2012 0:00,70,,,Team ASK,2012 Special Kids Ra,0,0,1
14059,15081,6926,4/18/2011 0:00,125,,,Golf Classic,2011 Golf Classic,0,1,1
14060,15082,6926,1/5/2015 0:00,250,,,Friendraiser Banquet,2014 Friendraiser Ba,0,1,1
14061,15083,6926,3/17/2011 0:00,500,,,Team ASK,2011 KIDS TRY BORO T,0,1,1
14062,15084,6926,5/4/2011 0:00,500,,,Team ASK,2011 KIDS TRY BORO T,0,1,1
14063,15085,6926,7/15/2011 0:00,500,,,Team ASK,2011 KIDS TRY BORO T,0,1,1
14064,15086,6926,11/20/2012 0:00,500,,,Impact Other,2012 impact other,0,1,1
14065,15087,6926,10/30/2015 0:00,750,,,Impact Athlete,2016 Special Kids Race,0,1,1
14066,15088,6926,3/21/2016 0:00,750,,,Impact Athlete,2016 Special Kids Race,0,1,1
14067,15089,6926,7/23/2014 0:00,800,,,Friendraiser Banquet,2014 Friendraiser Ba,0,1,1
14068,15090,6926,3/1/2011 0:00,1000,,,Team ASK,2011 KIDS TRY BORO T,0,1,1
14069,15091,6926,11/29/2011 0:00,1250,,,Team ASK,2012 Special Kids Ra,0,1,1
14070,15092,6926,4/2/2012 0:00,1250,,,Team ASK,2012 Special Kids Ra,0,1,1
14071,15093,6926,11/29/2012 0:00,1250,,,Special Kids Race,2013 Special Kids Ra,0,1,1
14072,15094,6926,2/5/2013 0:00,1250,,,Special Kids Race,2013 Special Kids Ra,0,1,1
14073,15095,6926,12/4/2013 0:00,1250,,,Special Kids Race,2014 Special Kids Ra,0,1,1
14074,15096,6926,1/29/2014 0:00,1250,,,Special Kids Race,2014 Special Kids Ra,0,1,1
14075,15097,6926,1/5/2015 0:00,1500,,,Special Kids Race,2015 Special Kids Ra,0,1,1
14076,15098,6927,3/14/2011 0:00,250,,,Individuals,2011 Annual Campaign,1,1,0
14077,15099,6928,3/7/2011 0:00,20,,,Individuals,2011 Annual Campaign,0,0,0
14078,15100,6929,3/14/2011 0:00,50,,,Individuals,2011 Annual Campaign,0,0,0
14079,15101,6930,3/14/2011 0:00,120,,,Individuals,2011 Annual Campaign,0,1,0
14080,15102,6931,3/14/2011 0:00,100,,,Individuals,2011 Annual Campaign,1,0,0
14081,15103,6933,3/14/2011 0:00,50,,,Individuals,2011 Annual Campaign,1,0,0
14082,15104,6936,3/15/2011 0:00,30,,,Individuals,2011 Annual Campaign,0,0,0
14083,15105,6938,3/15/2011 0:00,50,,,Individuals,2011 Annual Campaign,1,0,0
14084,15106,6941,12/16/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14085,15107,6943,3/17/2011 0:00,250,,,Individuals,2011 Annual Campaign,0,1,1
14086,15108,6943,5/7/2013 0:00,500,,,Golf Classic,2013 Golf Classic,0,1,1
14087,15109,6945,3/17/2011 0:00,125,,,Golf Classic,2011 Golf Classic,1,1,1
14088,15110,6945,3/21/2012 0:00,125,,,Golf Classic,2012 Golf Classic,1,1,1
14089,15111,6945,3/20/2013 0:00,125,,,Golf Classic,2013 Golf Classic,1,1,1
14090,15112,6945,2/7/2014 0:00,125,,,Golf Classic,2014 Golf Classic,1,1,1
14091,15113,6945,5/7/2015 0:00,150,,,Golf Classic,2015 Golf Classic,1,1,1
14092,15114,6951,3/21/2011 0:00,25,,,Individuals,2011 Annual Campaign,1,0,1
14093,15115,6951,2/1/2012 0:00,25,,,Individuals,2012 Annual Campaign,1,0,1
14094,15116,6951,3/1/2012 0:00,25,,,Individuals,2012 Annual Campaign,1,0,1
14095,15117,6951,4/1/2012 0:00,25,,,Individuals,2012 Annual Campaign,1,0,1
14096,15118,6951,5/1/2012 0:00,25,,,Individuals,2012 Annual Campaign,1,0,1
14097,15119,6951,6/1/2012 0:00,25,,,Individuals,2012 Annual Campaign,1,0,1
14098,15120,6951,7/1/2012 0:00,25,,,Individuals,2012 Annual Campaign,1,0,1
14099,15121,6951,8/1/2012 0:00,25,,,Individuals,2012 Annual Campaign,1,0,1
14100,15122,6951,9/1/2012 0:00,25,,,Individuals,2012 Annual Campaign,1,0,1
14101,15123,6951,9/28/2012 0:00,25,,,Individuals,2012 Annual Campaign,1,0,1
14102,15124,6951,10/28/2012 0:00,25,,,Individuals,2012 Annual Campaign,1,0,1
14103,15125,6951,11/28/2012 0:00,25,,,Individuals,2012 Annual Campaign,1,0,1
14104,15126,6951,12/28/2012 0:00,25,,,Individuals,2012 Annual Campaign,1,0,1
14105,15127,6951,1/28/2013 0:00,25,,,Individuals,2013 Annual Campaign,1,0,1
14106,15128,6951,1/4/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14107,15129,6951,2/4/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14108,15130,6951,3/4/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14109,15131,6951,4/4/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14110,15132,6951,5/26/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14111,15133,6951,7/11/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14112,15134,6951,7/15/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14113,15135,6951,8/15/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14114,15136,6951,9/15/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14115,15137,6951,10/15/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14116,15138,6951,11/16/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14117,15139,6951,12/15/2013 0:00,50,,,Individuals,2013 Annual Campaign,1,0,1
14118,15140,6951,1/1/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14119,15141,6951,2/1/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14120,15142,6951,3/3/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14121,15143,6951,4/1/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14122,15144,6951,5/1/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14123,15145,6951,6/1/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14124,15146,6951,7/1/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14125,15147,6951,8/1/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14126,15148,6951,9/1/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14127,15149,6951,10/1/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14128,15150,6951,11/1/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14129,15151,6951,12/1/2014 0:00,50,,,Individuals,2014 Annual Campaign,1,0,1
14130,15152,6951,1/2/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14131,15153,6951,2/5/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14132,15154,6951,3/1/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14133,15155,6951,4/1/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14134,15156,6951,5/1/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14135,15157,6951,6/1/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14136,15158,6951,7/1/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14137,15159,6951,8/1/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14138,15160,6951,9/1/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14139,15161,6951,10/1/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14140,15162,6951,11/2/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14141,15163,6951,12/1/2015 0:00,50,,,Individuals,2015 Annual Campaign,1,0,1
14142,15164,6951,1/1/2016 0:00,50,,,Individuals,2016 Annual Campaign,1,0,1
14143,15165,6951,2/1/2016 0:00,50,,,Individuals,2016 Annual Campaign,1,0,1
14144,15166,6951,3/1/2016 0:00,50,,,Individuals,2016 Annual Campaign,1,0,1
14145,15167,6951,4/1/2016 0:00,50,,,Individuals,2016 Annual Campaign,1,0,1
14146,15168,6951,5/1/2016 0:00,50,,,Individuals,2016 Annual Campaign,1,0,1
14147,15169,6954,3/21/2011 0:00,125,,,Golf Classic,2011 Golf Classic,0,1,0
